source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
bworldonline,http://www.bworldonline.com/content.php?section=Nation&title=Landslides-hit-Iloilo&id=58931,4563,09/17/2012 12:00:00 AM,,"San Joaquin, Iloilo","TWO LANDSLIDES were reported in the town of San Joaquin in Iloilo province last week, according to an initial report of the National Disaster Risk Reduction and Management Council on Saturday - See more at: http://www.bworldonline.com/content.php?section=Nation&title=Landslides-hit-Iloilo&id=58931#sthash.ktMGvrx1.dpuf","San Joaquin, Iloilo",25km,landslide,downpour,medium,unknown,,,,,,glc,4563.0,Philippines,PH,Western Visayas,4893.0,San Joaquin,0.28946,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.1394,10.5906
sunstar,http://www.sunstar.com.ph/zamboanga/local-news/2011/08/29/typhoon-mina-triggers-landslide-175947,3955,08/30/2011 02:00:00 AM,,"Imelda, Zamboanga del sur","AN INCESSANT rain spawned by southwest monsoon and further intensified by Typhoon Mina has triggered a landslide in the town of Imelda, Zamboanga del Sur. Mines and Geosciences Bureau Regional officer-in-charge Albert Johann Jacildo said the landslide happened around 2 a.m. Saturday along the steep road cut of the national highway in the village of San Jose, Imelda town.","Imelda, Zamboanga del sur",10km,landslide,tropical_cyclone,medium,unknown,0.0,,Typhoon Mina,,,glc,3955.0,Philippines,PH,Zamboanga Peninsula,2169.0,Ganyangan,5.11854,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.9479,7.653
businessmirror.com,http://businessmirror.com.ph/home/regions/18960-urduja-causes-landslides-in-misor-flooding-in-cdo.html,1334,11/24/2009 12:00:00 AM,,Lagonglong,"CAGAYAN DE ORO CITY—Tropical Depression Urduja has caused massive landslides in Misamis Oriental and flooding in this regional center of Northern Mindanao. Landslides were also reported to have occurred in almost all 24 municipalities of Misamis Oriental, but the hardest hit were Lagonglong, Salay, Balingasag, Jasaan, Magsaysay, Binuangan, Balingoan, Tagoloan, Opol, Villanueva and Alubijid, said Sabugaa.",Lagonglong,5km,landslide,tropical_cyclone,medium,unknown,0.0,,Tropical Depression Urduja,,,glc,1334.0,Philippines,PH,Northern Mindanao,9043.0,Lagonglong,4.38274,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.8293,8.8152
ABS-CBN,http://news.abs-cbn.com/nation/regions/01/03/11/death-toll-philippine-rains-rises-9,2926,01/02/2011 12:00:00 AM,,Barangay Pancho Villa in Sogod town,"Landslides were also reported at Barangay Mayuga in Libagon, town; Barangay Pancho Villa in Sogod town; and at Barangay Imelda of Silago town.",Barangay Pancho Villa in Sogod town,25km,landslide,downpour,medium,unknown,,,,,,glc,2926.0,Philippines,PH,Eastern Visayas,8303.0,Sogod,0.21791,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.98,10.3861
gmanews,http://www.gmanews.tv/story/177819/urduja-displaces-more-than-400-families-weakens-to-low-pressure-area,1338,11/24/2009 12:00:00 AM,,"Surigao City, Caraga region of Northern Mindanao","More than 400 families were affected by the series of landslides and flash floods that struck Eastern Visayas and Northern Mindanao due to heavy rains caused by tropical storm “Urduja"" since Tuesday, even as the cyclone weakened into a low-pressure area. In northeastern Mindanao’s Caraga region, 10 people were injured after a minor landslide caused their van to fell off a cliff in Surigao City.  ","Surigao City, Caraga region of Northern Mindanao",5km,landslide,tropical_cyclone,medium,unknown,0.0,,Tropical Depression Urduja,,,glc,1338.0,Philippines,PH,Caraga,2200.0,Talisay,1.02952,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.6095,9.826
Philippine Information Agency,http://www.pia.gov.ph/?m=1&t=1&id=31200,3461,05/04/2011 12:00:00 AM,,"Kematu, T'boli","May 7 (PIA) -- Despite another landslides in the mining sites in Kematu, T’boli this week, the Mines and Geosciences Bureau (MGB) in the region said there is no need to declare closure of the tunnels.   …  MGB and PMRB immediately ordered suspension of mining operations in the area while they conducted technical inspections of the safety of the tunnels and the mining sites.  Last week, MGB and PMRB declared re-opening of 30 of the 105 tunnels and ordered closure of five tunnels.  On Wednesday, following two days of rain, a series of landslide occurred in the same area. No casualty nor injury was reported.","Kematu, T'boli",5km,landslide,downpour,small,mine,,,,,,glc,3461.0,Philippines,PH,Davao,0.0,T”boli,10.31533,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.8566407,6.199382401
cdrc-phil,http://www.cdrc-phil.com/cordillera-region-battered-by-super-typhoon-juan/,2633,10/18/2010 12:00:00 AM,,"Abra-Kalinga rd, Abra province, CAR","The highest typhoon signal recorded by PAGASA for the province of Abra during the 3 days lingering of Typhoon Juan in the Cordillera Region was #3.   Roads leading to upland municipalities were impassable by vehicles due to swelled rivers and creeks crossing the roads and series of landslides. The Kalinga-Abra road and the Abra-Cervantes Road are still closed. The difficulty of transportation isolated the municipalities in upland Abra. Moreover, supplies of basic communities especially food are beginning to deplete in stores and houses.","Abra-Kalinga rd, Abra province, CAR",25km,landslide,tropical_cyclone,medium,unknown,0.0,,Supertyphoon Juan (Megi),,,glc,2633.0,Philippines,PH,Cordillera Administrative Region,0.0,Licuan,12.22696,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.9956,17.5396
UPI,http://www.upi.com/Top_News/World-News/2015/07/17/5-dead-5-missing-in-Philippines-coal-mine-landslide/8641437138431/,7243,07/17/2015 09:00:00 AM,,Panian mine site on Semirara Island in the Antique district,"A landslide early Friday at a Philippines' open-pit coal mine killed five workers and left five others unaccounted for.  The landslide was triggered by heavy monsoon rains at the Panian mine site on Semirara Island in the Antique district of the country. The mine collapsed and buried the victims, who were operating heavy equipment.",Panian mine site on Semirara Island in the Antique district,1km,landslide,monsoon,medium,mine,5.0,0.0,,,,glc,7243.0,Philippines,PH,Western Visayas,2285.0,Union,28.30093,07/20/2015 07:15:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.6896,11.6064
Sun Star Zamboanga,http://www.sunstar.com.ph/zamboanga/local-news/2016/06/29/landslide-hits-upland-village-482354,7939,06/28/2016 11:00:00 PM,,"Sitio Corote,  village of Malagutay, seven kilometers west of the Zamboanga city, Philippines","THIRTEEN families have evacuated to safer grounds after a landslide occurred in a west coast village in Zamboanga City, an official disclosed. Malagutay is an upland village located seven kilometers west of the cityThe landslide occurred as the soil softened due to continued rainshowers the past few days brought about by the intertropical convergence zone (ITCZ) affecting Mindanao. Apolinario said that 12 of the 13 families have sought refuge with their families while the remaining one opted to stay at the village hall of Malagutay.","Sitio Corote,  village of Malagutay, seven kilometers west of the Zamboanga city, Philippines",5km,landslide,downpour,small,unknown,0.0,0.0,,,,glc,7939.0,Philippines,PH,Autonomous Region in Muslim Mindanao,42788.0,Recodo,5.22635,06/30/2016 01:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.0088,6.938
newsinfo.inquirer,http://newsinfo.inquirer.net/215499/4-roads-in-car-impassable-due-to-landslides-dpwh,4422,06/19/2012 12:00:00 AM,,"Kalinga-Abra Road, Kalinga, Cordillera Administrative Region","Four roads in the Cordillera Administrative Region were impassable on Tuesday morning due to landslides triggered by rains brought by Typhoon “Butchoy,” according to the Department of Public Works and Highways.","Kalinga-Abra Road, Kalinga, Cordillera Administrative Region",10km,landslide,downpour,medium,unknown,,,,,,glc,4422.0,Philippines,PH,Cordillera Administrative Region,2195.0,Balbalan,9.85536,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.132,17.4999
gmanews,http://www.gmanews.tv/story/219968/nation/ndrrmc-1-dead-626-families-evacuated-in-eastern-visayas,3470,05/07/2011 08:30:00 AM,,"District 29(?), Purok Rosal(?), near Alta Vista(?), Ormoc city, Eastern Visayas","A landslide Saturday morning prompted the evacuation of six families from Purok Rosal in District 29 in Ormoc City to the Alta Vista village hall.  -----  Six families were brought to the barangay hall of Alta Vista after a landslide hit Purok Rosal, District 29, at around 8:30 a.m. on Saturday.  -----  Landslides were also reported near Ormoc City in Leyte province, while there was widespread flooding in many areas, the council said.  -----  In Ormoc City, at least six families were safely relocated to the barangay hall of Barangay Alta Vista when a landslide hit their village, District 29, Purok Rosal, Lubang said.  The landslide incident took place around 8:30 a.m., Lubang said.","District 29(?), Purok Rosal(?), near Alta Vista(?), Ormoc city, Eastern Visayas",25km,landslide,tropical_cyclone,small,unknown,0.0,,"Typhoon Aure(Aere), Bebeng",,,glc,3470.0,Philippines,PH,,2265.0,Dolores,3.00778,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.6291,11.0391
Inquirer,http://newsinfo.inquirer.net/363917/miner-killed-5-injured-as-landslide-hits-composteral-valley-areas,4765,02/23/2013 12:00:00 AM,,mining village in Mt. Diwalwal in Monkayo,"A miner was killed and five others were injured in yet another landslide in a mining village in Mt. Diwalwal in Monkayo, Compostela Valley, Supt. Cydric Earl Tamayo, Monkayo police chief, said rains in the past few days triggered the landslide that buried a house and a gold processing plant in the area on Wednesday.",mining village in Mt. Diwalwal in Monkayo,10km,landslide,rain,medium,unknown,,,,,,glc,4765.0,Philippines,PH,Davao,51393.0,Monkayo,0.5148,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,126.1463682,7.82217276
sunstar,http://www.sunstar.com.ph/cebu/local-news/2012/09/07/downpour-causes-2nd-landslide-mountain-barangay-talisay-241467,4539,09/05/2012 12:00:00 AM,,"Sitio Camp 5,Talisay City, Philipines","HEAVY rains triggered a second landslide in a mountain barangay in Talisay City last Wednesday night, causing more problems for residents and motorists in the area. At around 3 p.m. last Wednesday, residents of Barangay Camp 4 in Talisay City were gripped with terror when a huge landslide hit Sitio Camp 5 in the barangay. ","Sitio Camp 5,Talisay City, Philipines",25km,landslide,downpour,large,unknown,,,,,,glc,4539.0,Philippines,PH,Western Visayas,65265.0,Talisay,1.05287,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.9672,10.747
abs-cbnnews,http://www.abs-cbnnews.com/nation/06/25/11/falcon-leaves-14-missing-43000-families-affected,3645,06/23/2011 12:00:00 AM,,"Mindoro West Coast Road (MWCR) and Brgy. Sta. Rita and Brgy. Kalaklan, Olongapo City","A landslide was also reported in Brgy. Sta. Rita and Brgy. Kalaklan, Olongapo City on Thursday, affecting 3 families.  --The Mindoro West Coast Road (MWCR) Patrick Section is hardly passable due to mudflow coming from the mountainside and is passable to light vehicles only.  ","Mindoro West Coast Road (MWCR) and Brgy. Sta. Rita and Brgy. Kalaklan, Olongapo City",5km,landslide,tropical_cyclone,medium,unknown,0.0,,Tropical Storm Falcon,,,glc,3645.0,Philippines,PH,Central Luzon,221178.0,Olongapo,0.46078,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.2833,14.8333
Ang Dyaryo ng Masa,http://www.remate.ph/2016/10/dpwh-dispatched-team-and-equipment-to-clear-rockslide-in-batanes/,9566,10/11/2016 12:00:00 AM,,"Ivana, Batanes","In a report from DPWH Regional Office 2, an estimated volume of 750 cubic meters of rockslide has closed to vehicular traffic a road section at KM 8+750 of Basco-Mahatao-Ivana-Uyugan-Imnajbu Road.","Ivana, Batanes",5km,other,downpour,medium,above_road,0.0,0.0,,,,glc,9566.0,Philippines,PH,Cagayan Valley,0.0,Ivana,1.78869,10/11/2016 03:29:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.9206,20.3852
www.gmanetwork.com,http://www.gmanetwork.com/news/story/291922/news/regions/rain-triggers-landslide-in-davao-residents-told-to-prepare-for-evacuation,4729,01/24/2013 12:00:00 AM,,"Baguio, Davao City,","Amid heavy rain, a landslide hit Davao City's Baguio district, the city government said before midnight Thursday. In a post on its Twitter account, the Davao City government said: ""(As of 10:35 p.m. Thursday), a landslide occurred in Purok 6, Brgy. Carmen. No casualties were reported."" However, it said residents in the area were evacuated even as the city's 911 team are in the area for further assessment.The city government also said more residents in Davao City were advised to prepare for evacuation.","Baguio, Davao City,",5km,landslide,rain,medium,unknown,,,,,,glc,4729.0,Philippines,PH,Davao,3670.0,Dacudao,0.84612,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.465,7.2195
newsinfo.inquirer,http://newsinfo.inquirer.net/65403/3-catanduanes-towns-isolated-by-landslide,3991,09/26/2011 12:00:00 AM,,"Baranguay, Pedro vera, Viga, Cantanduanes","At least three towns were isolated from the rest of the provincial center by a landslide triggered by rains brought on by typhoon Pedring (international name: Nesat). The landslide occurred early Monday at Kilometer 37, Sitio Malikbisik, Barangay P. Vera, in Vega town and closed the vehicular traffic leading to the towns of Viga, Panganiban and Bagamanoc, according to reports reaching the Provincial Disaster Risk Reducation Management Council (PDRRMC) here.","Baranguay, Pedro vera, Viga, Cantanduanes",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3991.0,Philippines,PH,Bicol,4089.0,Viga,0.92357,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.3075,13.8801
GMA (Greater Manila Area) News,http://www.gmanetwork.com/news/story/572972/news/nation/floods-rock-slides-reported-in-phl-due-to-typhoon-enhanced-habagat,8885,07/08/2016 12:00:00 AM,,"Bontoc- Baguio road, Mountain Province, Philippines","Heavy rains and strong wind brought about by the southwest monsoon (Habagat) that was enhanced by Typhoon Butchoy has caused floods and rock slides across the Philippines on Friday. Along the Bontoc-Bagui Road in Mt. Province, a rock slide occurred on a mountain side, authorities have conducted a clearing operation and put up a warning signs for motorists to avoid the area.","Bontoc- Baguio road, Mountain Province, Philippines",25km,rock_fall,monsoon,medium,above_road,0.0,0.0,Habagat,,,glc,8885.0,Philippines,PH,Cordillera,4114.0,Guinsadan,4.58362,07/11/2016 03:11:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.9108,16.9603
Tempo,http://www.tempo.com.ph/2014/03/lpa-triggers-flooding-landslide/#http://www.tempo.com.ph/2014/03/lpa-triggers-flooding-landslide/,5965,03/19/2014 09:00:00 AM,,"Monkayo, Mt Diwata","Meanwhile a landslide occurred Wednesday morning of Wednesday in Sitio Nang, Barangay Diwata in Monkayo town,","Monkayo, Mt Diwata",25km,landslide,downpour,unknown,unknown,0.0,0.0,,,,glc,5965.0,Philippines,PH,Davao,3215.0,Babag,3.48753,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,126.0436,7.718
skyscrapercity,http://www.skyscrapercity.com/showthread.php?p=65331241,2621,10/18/2010 11:00:00 PM,,Benguet-Nueva Vizcaya Road in Benguet,"Apayao’s Maranas River overflowed, obstructing traffic in a section of the Apayao-Ilocos Norte Road. Kms 668 and 672 of the Claveria-Calanasan Road are still closed due to landslides. All roads leading to Kalinga have been closed due to landslides. Kennon Rd. closed. The Mountain Province towns of Natonin, Paracelis and Sadanga have been isolated by landslides, said Edilberto Carabbacan, Cordillera director of the Department of Public Works and Highways. The OCD said road cuts closed Kilometer 400 of the Mt. Province-Ilocos Sur Road; the Mt. Province-Cagayan Road traversing the Tabuk-Enrile Road; Kilometer 410 of the Mutiti-Ampawilen Road; and Kilometer 420 of the Malanas-Mamaga Road, both in the Sadanga section of Mountain Province. Landslides also hit Kilometer 378 of the Halsema Highway (Gonogon section leading to Bontoc, Mountain Province), the main route bridging vegetable farms and the trading post at La Trinidad, Benguet. Kennon Road, a major route to and from Baguio, has been c",Benguet-Nueva Vizcaya Road in Benguet,50km,landslide,tropical_cyclone,medium,unknown,0.0,,Supertyphoon Juan (Megi),,,glc,2621.0,Philippines,PH,Cordillera Administrative Region,7491.0,Tuding,1.9645,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.642,16.4286
gmanews,http://www.gmanews.tv/story/114930/Landslides-claim-4-lives-in-Cordillera,735,08/20/2008 12:00:00 AM,,"Pinsao, Baguio, Benguet",old woman was buried when a landslide swamped her house at Purok 7,"Pinsao, Baguio, Benguet",10km,landslide,tropical_cyclone,medium,unknown,1.0,,Typhoon Karen,,,glc,735.0,Philippines,PH,Cordillera Administrative Region,272714.0,Baguio,1.56554,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.5823,16.426
GMA News,http://www.gmanetwork.com/news/story/380953/news/regions/ndrrmc-1-killed-4-missing-in-bukidnon-landslide,6262,09/23/2014 06:00:00 PM,,Sitio Gupaco in Barangay Sinuda,"A woman was killed while four others were missing after a landslide occurred in a barangay in Kitaotao town in Bukidnon amid heavy rain last Tuesday, the National Disaster Risk Reduction and Management Council said Friday.",Sitio Gupaco in Barangay Sinuda,10km,landslide,downpour,medium,unknown,5.0,0.0,,,,glc,6262.0,Philippines,PH,Northern Mindanao,2335.0,San Vicente,1.04911,10/17/2014 09:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.0284,7.6438
mindanaoexaminer,http://www.mindanaoexaminer.com/news.php?news_id=20101213060334,2810,12/12/2010 12:00:00 AM,,"Emie village(?), near Marawi City, Mindanao","December 13, 2010 07:03:34 PM  Three army soldiers were injured after their jeep was trapped in a landslide that hit a village in the southern Philippines, officials said Monday.  Officials said the jeep was travelling the village of Emie when the landslide occurred and a concrete rail on the side of the road prevented the vehicle from falling into a ravine.  Two more landslides were reported in the same village and covered much of the road linking it to other villages.","Emie village(?), near Marawi City, Mindanao",unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,2810.0,Philippines,PH,Autonomous Region in Muslim Mindanao,143627.0,Marawi City,3.78159,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.3133,8.0211
gmanews,http://www.gmanews.tv/story/189744/rains-trigger-landslide-along-kennon-road-in-benguet,1794,04/29/2010 03:00:00 PM,,"Near camps 4 and 5, Kennon Rd., Benguet Province, Luzon","Heavy rains in the last several days triggered a landslide along Kennon Road in Benguet province Thursday afternoon.  Radio dzBB early Friday said no one was initially reported injured in the landslide, which took place at about 3 p.m. near Camps 4 and 5.","Near camps 4 and 5, Kennon Rd., Benguet Province, Luzon",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,1794.0,Philippines,PH,Cordillera Administrative Region,28407.0,Itogon,7.27191,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6166,16.3335
PIA.gov,http://www.pia.gov.ph/default.asp?m=12&fi=p071114.htm&no=66,355,11/13/2007 10:00:00 PM,,Quinapondan-Buenavista junction of the road stretching from Marabut-Lawaan-Balangiga-Giporlos Quinapondan Road ,occurred at 10pm,Quinapondan-Buenavista junction of the road stretching from Marabut-Lawaan-Balangiga-Giporlos Quinapondan Road ,25km,landslide,rain,medium,unknown,,,,,,glc,355.0,Philippines,PH,Eastern Visayas,3471.0,Quinapundan,1.52643,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.5245,11.1719
Visayan Daily Star,http://www.visayandailystar.com/2007/September/22/negor1.htm,267,09/17/2007 12:00:00 AM,,"Barangay Pinalubngan, Tayasan town, in northern Negros Oriental",rains triggered landslide in quarry area,"Barangay Pinalubngan, Tayasan town, in northern Negros Oriental",10km,landslide,rain,medium,unknown,,,,,,glc,267.0,Philippines,PH,Central Visayas,0.0,Tayasan,0.07989,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.1706,9.9242
balita,http://news.balita.ph/html/article.php/20070921125027177,275,09/20/2007 12:00:00 AM,,"Mining village in Maco, Compostela Valley","hit same mining town as on Aug 6th, called it a massive slide. Occurred at 9am and geologists say area is landslide prone because of loose soils","Mining village in Maco, Compostela Valley",25km,complex,rain,large,mine,9.0,,,,,glc,275.0,Philippines,PH,Davao,2661.0,Dumlan,4.78754,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,126.0353778,7.364469237
News.Balita,http://news.balita.ph/html/article.php/20071106225400434,348,11/04/2007 12:00:00 AM,,"Catanduanes, Virac-San Miguel-Viga-Panganiban-Bagamanoc-Caramoan-San Andres-Virac Section Road, Agban Section along Baras-Gigmoto-Viga Road",Department of Public Works and Highways has temporarily closed several damaged road sections nationwide due to landslides ,"Catanduanes, Virac-San Miguel-Viga-Panganiban-Bagamanoc-Caramoan-San Andres-Virac Section Road, Agban Section along Baras-Gigmoto-Viga Road",50km,landslide,rain,medium,unknown,,,,,,glc,348.0,Philippines,PH,Bicol,0.0,Baras,6.24847,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.3807,13.7143
Reliefweb,http://reliefweb.int/disaster/fl-2016-000084-phl,9625,10/02/2016 12:00:00 AM,,Brgy. Namnam in San Fernando,"Heavy rains caused landslides in Brgy. Namnam in San Fernando, Bukidnon.",Brgy. Namnam in San Fernando,1km,landslide,downpour,medium,unknown,0.0,0.0,,,,glc,9625.0,Philippines,PH,Northern Mindanao,10870.0,Halapitan,11.15144,10/19/2016 03:28:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.3915,7.8354
gmanews.tv,http://www.gmanews.tv/story/69823/Landslides-cripple-northern-Catanduanes,369,11/23/2007 12:00:00 AM,,"Virac (and other towns), Catanduanes province","Typhoon blocked roads in towns of Virac, Viga, Panganiban, Bagamanoc and Caramoran, Catanduanes Province","Virac (and other towns), Catanduanes province",50km,landslide,tropical_cyclone,medium,unknown,,,Tropical Storm Mina/Mitag,,,glc,369.0,Philippines,PH,Bicol,2452.0,Tubli,6.98564,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.21,13.949
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20081227-180192/3-homes-buried-in-ComVal-landslides,951,12/26/2008 12:00:00 AM,,"Mt. Diwata in Monkayo, Compostela Valley",first landslide occurred in Sitio (sub-village) Patindol around 3 a.m. while the second one took place in Buenas two hours later; Three houses were buried. Other news articles cite that landslides buried 20 houses and displaced 200 families,"Mt. Diwata in Monkayo, Compostela Valley",25km,landslide,downpour,medium,unknown,,,,,,glc,951.0,Philippines,PH,Davao,3552.0,Baylo,4.29518,09/11/2014 09:38:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,126.0938,7.8474
pia,http://www.pia.gov.ph/?m=12&fi=p080104.htm&no=10,408,01/03/2008 12:00:00 AM,,Pancho Villa and Kahupian villages in Sogod,very little information on the hazard,Pancho Villa and Kahupian villages in Sogod,25km,landslide,rain,medium,unknown,,,,,,glc,408.0,Philippines,PH,Eastern Visayas,8303.0,Sogod,0.74945,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.9851,10.3904
UK Reuters - AlertNet.org,http://uk.reuters.com/article/worldNews/idUKSP23273720071127,373,11/25/2007 12:00:00 AM,,Kalinga province,"in mountainous province, unsure of actual day or location",Kalinga province,50km,landslide,rain,medium,unknown,,,,,,glc,373.0,Philippines,PH,Cordillera Administrative Region,2401.0,Conner,9.69004,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,121.25,17.75
Northbound Philippines,http://northboundasia.com/2016/08/16/roads-baguio-city-open-cautious-crdrrmo/#.V8nYq_krKUk,9495,08/16/2016 12:00:00 AM,,Kennon Road at Camp 5,"As of 8 a.m. on Tuesday, August 16, all roads leading to and from Baguio City are open but at Camp 5, a portion of Kennon Road, only one lane is open to vehicular traffic due to falling rocks.",Kennon Road at Camp 5,5km,rock_fall,rain,medium,above_road,0.0,0.0,,,,glc,9495.0,Philippines,PH,Cordillera,28407.0,Itogon,6.90258,09/02/2016 08:30:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,120.6154,16.345
abs-cbnnews,http://www.abs-cbnnews.com/nation/regions/02/04/11/5-die-surigao-landslides-floods,3086,02/03/2011 05:00:00 PM,,"Pantukan, Carrascal town, Surigao del Sur, Caraga region","MANILA, Philippines - Five people have been killed in landslides and floods caused by heavy rains in Surigao provinces, authorities reported Friday.  Police found the bodies of Nenita Corpuz, 57 and Julie Culapu, 47 in Barangay Pantukan, Carrascal town in Surigao del Sur, around 7 p.m. Thursday.  Police said that Corpuz and Culapu were visiting their rice farms amid heavy rains when they were buried by a landslide.","Pantukan, Carrascal town, Surigao del Sur, Caraga region",25km,landslide,downpour,large,unknown,5.0,,,,,glc,3086.0,Philippines,PH,Caraga,2103.0,Panikian,8.81656,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,125.8571,9.3059
Inquirer.net,http://newsinfo.inquirer.net/702392/100-flee-from-landslides-floods-in-zamboanga-city,7071,07/01/2015 12:00:00 AM,,Barangay Calarian,,Barangay Calarian,5km,landslide,downpour,medium,unknown,0.0,0.0,,,,glc,7071.0,Philippines,PH,Autonomous Region in Muslim Mindanao,457623.0,Zamboanga,5.8066,07/06/2015 02:41:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,122.0239,6.9264
newsinfo.inquirer,http://newsinfo.inquirer.net/breakingnews/regions/view/20080921-162026/Landslides-block-major-roads-in-Catanduanes-1733-stranded,799,09/20/2008 12:00:00 AM,,"San Miguel to Viga, Catanduanes province","major roads blocked by 4 landslides following heavy rains and winds brought on by Typhoon Nina, significant flooding, storm passed over the area around noon","San Miguel to Viga, Catanduanes province",25km,landslide,tropical_cyclone,medium,unknown,,,Typhoon Nina,,,glc,799.0,Philippines,PH,Bicol,3259.0,Gigmoto,2.76894,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,124.379,13.757
mb.com,http://mb.com.ph/articles/205034/dante-claims-five-more-fatalities,1018,05/05/2009 12:00:00 AM,,"Brgy. Hubo, Magallanes, Sorsogon","Heavy rains brought by ""Dante"" have resulted in a landslide that killed 21 people in Sorsogon province, including two-month old Nica Rose Habitan in Brgy. Gabao, Irosin; Rean Krista Coronado, 1; Renz delos Santos, 5; Charles Hilab, 7; Catrina delos Santos, 8; and Rennel Guardacasa, 11, in Brgy. Hubo, Magallanes. Also buried in the mudslide in Brgy. Hubo were Lucena Hilab, 38; Epifanio Guardacasa, 59; Juliana Guardacasa, 54; Noel Guardacasa, 19; Rex Guardacasa, 15; Rodolfo delos Santos Jr., 44; Eleanor Balquin, 49; Jonalyn Coronado, 23; and Esendro Hicap, 26, while Niko Banyanera, 7, drowned in Magallanes, Sorsogon.","Brgy. Hubo, Magallanes, Sorsogon",10km,landslide,tropical_cyclone,large,unknown,21.0,,Tropical Storm Dante (Kujira),,,glc,1018.0,Philippines,PH,Bicol,3126.0,Caditaan,2.34674,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,123.8635,12.7894
